,composition,is_metal
1002,Cs2MgGe3Se8,False
1003,Cs2MgSn3Se8,False
1004,Cs2Mo15S19,True
1005,Cs2NaCoF6,True
1006,Cs2NaMgF6,True
1007,Cs2NaMnF6,True
1008,Cs2NbCuSe4,False
1009,Cs2P2PdSe6,False
1010,Cs2PdSe8,False
1011,Cs2Pt(IO3)6,False
1012,Cs2SCl6F,True
1013,Cs2Sb,False
1014,Cs2SeClF6,True
1015,Cs2SiB4O9,False
1016,Cs2Sn(PSe3)2,False
1017,Cs2Sn3(SbS5)2,False
1018,Cs2Te,False
1019,Cs2TeBr6,False
1020,Cs2TeI6,False
1021,Cs2Th(PS3)3,False
1022,Cs2Ti(AgS2)2,False
1023,Cs2VAgS4,False
1024,Cs2Zn3(SeO3)4,False
1025,Cs2ZnGe3S8,False
1026,Cs2ZnGe3Se8,False
1027,Cs2ZnGe3Te8,False
1028,Cs2ZnSn3Se8,False
1029,Cs39Ga53(Se16Cl)6,False
1030,Cs3As,False
1031,Cs3Bi,False
1032,Cs3Bi2Br9,False
1033,Cs3Bi2I9,False
1034,Cs3Li4(BO2)7,False
1035,Cs3NaZn2Ge21,False
1036,Cs3Nb2AsSe11,False
1037,Cs3Nb9(TeO8)4,False
1038,Cs3PW3O13,False
1039,Cs3Sb,False
1040,Cs3Sb2Br9,False
1041,Cs3Sb2I9,False
1042,Cs3Sn3Cl7F2,False
1043,Cs3V2Cl9,True
1044,Cs4Ag9(SbS3)4,False
1045,Cs4BiAs3Se7,False
1046,Cs4Cu3Bi9S17,False
1047,Cs4Ga4Si19,False
1048,Cs4Ge(PSe3)4,False
1049,Cs4Ge5(PbS4)4,False
1050,Cs4In8GeSe16,False
1051,Cs4Zr3S14,False
1052,Cs5Bi(PSe3)4,False
1053,Cs5Mo21Se23,True
1054,Cs5P5Se12,False
1055,Cs6.4Na1.6Ga8Ge38,False
1056,CsAg2AsS3,False
1057,CsAg2TeS6,False
1058,CsAg5Te3,False
1059,CsAgCl3,True
1060,CsAgSb4S7,False
1061,CsAsSe2,False
1062,CsAu,False
1063,CsB3O5,False
1064,CsBi2,False
1065,CsBi3Se5,False
1066,CsBiS2,False
1067,CsBiSe2,False
1068,CsBr,False
1069,CsCaBO3,False
1070,CsCaO3,True
1071,CsCd4Ga5S12,False
1072,CsCd4Ga5Se12,False
1073,CsCd4Ga5Te12,False
1074,CsCd4In5Se12,False
1075,CsCd4In5Te12,False
1076,CsCdBO3,False
1077,CsCdInSe3,False
1078,CsCeCdSe3,False
1079,CsCeHgSe3,False
1080,CsCl,False
1081,CsCu(SbS2)2,False
1082,CsCu2AsS3,False
1083,CsCu2SbS3,False
1084,CsDy9(Cd2Se9)2,False
1085,CsEr9(Cd2Se9)2,False
1086,CsErZnSe3,False
1087,CsEuF3,True
1088,CsF,False
1089,CsGa(SnSe3)2,False
1090,CsGa7,True
1091,CsGaS3,False
1092,CsGaSnSe4,False
1093,CsGdO3,True
1094,CsGdZnTe3,False
1095,CsGe5BO12,False
1096,CsGeB3O7,False
1097,CsGeI3,False
1098,CsH3(SeO3)2,False
1099,CsHo9(Cd2Se9)2,False
1100,CsI,False
1101,CsIn(SnSe3)2,False
1102,CsInGeS4,False
1103,CsInGeSe4,False
1104,CsInHgS3,False
1105,CsInI3,True
1106,CsInS2,False
1107,CsInSe2,False
1108,CsInSnS4,False
1109,CsInTe2,False
1110,CsInTe3O8,False
1111,CsIr,True
1112,CsIrO3,True
1113,CsK(PSe4)2,False
1114,CsK2Sb,False
1115,CsLaHgSe3,False
1116,CsLi(B3O5)2,False
1117,CsLiCO3,False
1118,CsLu7S11,False
1119,CsLu7Se11,False
1120,CsLuCoS3,False
1121,CsMg149,True
1122,CsMn4Ga5Te12,False
1123,CsMn4In5Se12,False
1124,CsMn4In5Te12,False
1125,CsMnSb,True
1126,CsNa2Sb,False
1127,CsNa8(B7O12)3,False
1128,CsNb6I11,True
1129,CsNbSe2O7,False
1130,CsNi2F6,True
1131,CsPPbO4,False
1132,CsPSe4,False
1133,CsPSe6,False
1134,CsRb(PSe4)2,False
1135,CsRb2Sb,False
1136,CsRbP,True
1137,CsSb,False
1138,CsSb(SO4)2,False
1139,CsSbS2,False
1140,CsSbSe2,False
1141,CsSbTe2,False
1142,CsSc(SeO3)2,False
1143,CsScBr3,True
1144,CsSmCdSe3,False
1145,CsSmHgSe3,False
1146,CsSmZnSe3,False
1147,CsSn3,True
1148,CsTa3(SeO6)2,False
1149,CsTaPSe6,False
1150,CsTb9(Cd2Se9)2,False
1151,CsTbZnTe3,False
1152,CsTiCl3,True
1153,CsTiF4,True
1154,CsTm9(Cd2Se9)2,False
1155,CsUCuS3,True
1156,CsVP2S7,True
1157,CsWCl6,True
1158,CsYCdSe3,False
1159,CsYHgSe3,False
1160,CsYTe3O8,False
1161,CsYZnSe3,False
1162,CsYbCoSe3,False
1163,CsYbMnSe3,False
1164,CsYbZnSe3,False
1165,CsZn2B3O7,False
1166,CsZn4In5Se12,False
1167,CsZn4In5Te12,False
1168,CsZrPSe6,False
1169,Cu(IrS2)2,True
1170,Cu(NO3)2,True
1171,Cu0.5Ge1Pb1.75S4,False
1172,Cu0.96Bi2Se3I1,False
1173,Cu1.8S1,False
1174,Cu10Sb3,True
1175,Cu11Sb4S13,True
1176,Cu15Si4,True
1177,Cu18S11,True
1178,Cu23(Sb4S13)2,True
1179,Cu25Se26,True
1180,Cu2GeS3,False
1181,Cu2GeSe3,False
1182,Cu2H3ClO3,True
1183,Cu2Hg2SF6,True
1184,Cu2HgGeSe4,True
1185,Cu2O,False
1186,Cu2OF2,True
1187,Cu2PHO5,True
1188,Cu2Sb,True
1189,Cu2Se,False
1190,Cu2SnSe3,False
1191,Cu2Te,False
1192,Cu2Te3O8,False
1193,Cu2WSe4,False
1194,Cu3(BiI4)4,True
1195,Cu3(P2O7)2,True
1196,Cu3AsS4,False
1197,Cu3AsSe4,False
1198,Cu3Bi6S10I,False
1199,Cu3Hg2(Te3O8)2,False
1200,Cu3Pd,True
1201,Cu3SbS4,False
1202,Cu3SbSe4,False
1203,Cu3Se2(ClO3)2,True
1204,Cu4As2O9,True
1205,Cu4H10SO12,True
1206,Cu4Pd,True
1207,Cu4Sn7S16,False
1208,Cu4W(SCl)4,True
1209,Cu5(Si2O7)2,True
1210,Cu6PbO8,True
1211,Cu7Hg6,True
1212,Cu8O,True
1213,Cu9O13,True
1214,Cu9S5,True
1215,Cu9Se4(Cl3O7)2,True
1216,CuBS2,False
1217,CuBi(PSe3)2,False
1218,CuBiPbS3,False
1219,CuBiPbSe3,False
1220,CuBiSO,False
1221,CuBiSeO,False
1222,CuBr,False
1223,CuCN2,True
1224,CuCl,False
1225,CuClO2,True
1226,CuF,True
1227,CuHg(SeO3)2,False
1228,CuI,False
1229,CuMoO4,True
1230,CuN3,False
1231,CuNi(CN)4,False
1232,CuP2,False
1233,CuP2(HO3)2,True
1234,CuPO4F,True
1235,CuPS3,False
1236,CuPd,True
1237,CuPtO2,True
1238,CuSbPbS3,False
1239,CuSbS2,False
1240,CuSbSe2,False
1241,CuSeO3,True
1242,Dy(Al2Cu)4,True
1243,Dy(CoGe)2,True
1244,Dy(CuSe)3,False
1245,Dy(CuSi)2,True
1246,Dy(CuTe)3,False
1247,Dy(GeRu)2,True
1248,Dy(InS2)3,False
1249,Dy12C6I17,True
1250,Dy12Co7,True
1251,Dy1Te1.4,False
1252,Dy1Te1.45,False
1253,Dy1Te1.7,False
1254,Dy2(GePt3)3,True
1255,Dy2(MoO4)3,False
1256,Dy2AlCo2,True
1257,Dy2C,True
1258,Dy2CdPd2,True
1259,Dy2CuOs,True
1260,Dy2MgIn,True
1261,Dy2MgTl,True
1262,Dy2Ni12P7,True
1263,Dy2O3,False
1264,Dy2S3,False
1265,Dy2Sn5,True
1266,Dy2Te3,False
1267,Dy2Ti3Si4,True
1268,Dy2TlCd,True
1269,Dy2ZnIn,True
1270,Dy3(CuGe)4,True
1271,Dy3Al0.5Si1S7,False
1272,Dy3Ga,True
1273,Dy3GaS6,False
1274,Dy3InC,True
1275,Dy3MnB7,True
1276,Dy4CdRh,True
1277,Dy4GaSbS9,False
1278,Dy4Sb3,True
1279,Dy4Te3S4,False
1280,Dy5Pb3,True
1281,Dy5Sn3,True
1282,Dy6FeTe2,True
1283,Dy7In(CoGe3)4,True
1284,DyAg,True
1285,DyAgGe,True
1286,DyAgHg2,True
1287,DyAs,False
1288,DyB2Rh2C,True
1289,DyB6,False
1290,DyBPd3,True
1291,DyBiPd,True
1292,DyBiPt,True
1293,DyCd2,True
1294,DyCoSi2,True
1295,DyFeSi,True
1296,DyGe,True
1297,DyInAu,True
1298,DyInCu2,True
1299,DyInPt2,True
1300,DyIr2,True
1301,DyMn2,True
1302,DyN,False
1303,DyNiGe2,True
1304,DyNiSn,True
1305,DyPO4,False
1306,DyRh,True
1307,DyS2,True
1308,DySiIr,True
1309,DySn3,True
1310,DySnRu2,True
1311,DyYAg2,True
1312,DyZnGa,True
1313,DyZnRh2,True
1314,DyZrRu2,True
1315,DyZrSb,True
1316,Er(Al10Cr)2,True
1317,Er(CrSi)2,True
1318,Er(CuGe)2,True
1319,Er(CuTe)3,False
1320,Er(InS2)3,False
1321,Er(ReO4)2,True
1322,Er(SiPd)2,True
1323,Er2(Ga3Co)3,True
1324,Er2(MoO4)3,False
1325,Er2C3,True
1326,Er2Fe14B,True
1327,Er2Mg3Ru,True
1328,Er2MnC4,True
1329,Er2O3,False
1330,Er2Se3,False
1331,Er2SnAu2,True
1332,Er2Te3,False
1333,Er3Al3NiGe2,True
1334,Er3SnC,True
1335,Er3Te4,False
1336,Er4NiB13,True
1337,Er5Bi3,True
1338,Er5NiPb3,True
1339,Er5Si3,True
1340,Er6MnBi2,True
1341,ErAgSn,True
1342,ErAl9(Fe2Si3)2,True
1343,ErAlGe,True
1344,ErB2Ir3,True
1345,ErB2Ru3,True
1346,ErB6,False
1347,ErBPd3,True
1348,ErBiW2O9,False
1349,ErCu,True
1350,ErCuPb,True
1351,ErFeC2,True
1352,ErHg2,True
1353,ErLu3,True
1354,ErMg2,True
1355,ErN,False
1356,ErNi4Au,True
1357,ErNi4B,True
1358,ErNiSn,True
1359,ErPbAu,True
1360,ErRu3,True
1361,ErSe2,False
1362,ErSiPd,True
1363,ErSnAu,True
1364,ErTe,False
1365,ErTlPd,True
1366,ErZn12,True
1367,Eu(AlAu)2,True
1368,Eu(AsPd)2,True
1369,Eu(BiSe2)2,False
1370,Eu(BiTe2)2,False
1371,Eu(CdSb)2,True
1372,Eu(ClO4)3,True
1373,Eu(DySe2)2,False
1374,Eu(ErSe2)2,False
1375,Eu(FeSi)2,True
1376,Eu(GaS2)2,False
1377,Eu(GaSe2)2,False
1378,Eu(GaTe2)2,False
1379,Eu(HoSe2)2,False
1380,Eu(InAs)2,True
1381,Eu(InS2)2,False
1382,Eu(InSe2)2,False
1383,Eu(InTe2)2,False
1384,Eu(LuSe2)2,False
1385,Eu(MgBi)2,True
1386,Eu(MnGe)2,True
1387,Eu(Ni2B)6,True
1388,Eu(NiAs)2,True
1389,Eu(POs)2,True
1390,Eu(SbS2)2,False
1391,Eu(SbSe2)2,False
1392,Eu(TmSe2)2,False
1393,Eu(ZnGe)2,True
1394,Eu(ZnSi)2,True
1395,Eu1.75Ag0.5Ge1S4,False
1396,Eu1.83Ta15O32,False
1397,Eu2(Ga3Rh)3,True
1398,Eu2C(NO)2,True
1399,Eu2CuO4,True
1400,Eu2Ga2GeS7,False
1401,Eu2Ge(BO4)2,True
1402,Eu2O3,False
1403,Eu2PBr,True
1404,Eu2ReO5,True
1405,Eu2Se3,False
1406,Eu2SnSe5,False
1407,Eu2TeO2,True
1408,Eu3(InP2)2,False
1409,Eu3As2,False
1410,Eu3BWO9,True
1411,Eu3Bi4S9,False
1412,Eu3P2,False
1413,Eu3S4,False
1414,Eu3Sb4S9,False
1415,Eu3Sb4Se9,False
1416,Eu3Se4,False
1417,Eu3Sn,True
1418,Eu4Te7,False
1419,Eu7(Ga3Sb4)2,False
1420,EuAgSb,True
1421,EuAl2O4,False
1422,EuAlO3,True
1423,EuB(SbO4)2,False
1424,EuBi3,True
1425,EuBiW2O9,False
1426,EuCd11,True
1427,EuClO,True
1428,EuCo8P5,True
1429,EuCu2SnS4,False
1430,EuCu9Sn4,True
1431,EuCuSeF,True
1432,EuCuSeO,True
1433,EuF3,True
1434,EuGe3Pt,True
1435,EuH2,False
1436,EuIn2(GeIr)4,False
1437,EuN,False
1438,EuNiGe3,True
1439,EuO,False
1440,EuPPt,True
1441,EuPd,True
1442,EuRhO3,True
1443,EuS,False
1444,EuSb4S7,False
1445,EuSb4Te7,False
1446,EuSbO3,True
1447,EuScO3,True
1448,EuSe,False
1449,EuSeClO3,True
1450,EuSn3,True
1451,EuSnAu2,True
1452,EuSnO3,True
1453,EuSnTe2,False
1454,EuTe,False
1455,EuTiClO3,True
1456,EuTiO3,True
1457,EuTl,True
1458,EuVO4,False
1459,EuZn,True
1460,Fe(PdSe)2,True
1461,Fe10O9F11,True
1462,Fe12As5,True
1463,Fe2B(PO4)3,False
1464,Fe2Cu(PO4)3,True
1465,Fe2O2F3,True
1466,Fe2O3,False
1467,Fe2S,True
1468,Fe2Te3,False
1469,Fe3B,True
1470,Fe3N,True
1471,Fe3Si,True
1472,Fe4H15(IO8)3,False
1473,Fe4O7F,True
1474,Fe4Si2Sn7O16,True
1475,Fe6O7F5,True
1476,Fe6W6C,True
1477,Fe9Co7,True
1478,FeAg3(CN)6,True
1479,FeAgSe2,False
1480,FeAgTe2,False
1481,FeAs2O7,True
1482,FeAsS,False
1483,FeAsSe,False
1484,FeBi(SeO3)3,False
1485,FeBi25O39,False
1486,FeCo2Si,True
1487,FeCoAs,True
1488,FeCuS2,False
1489,FeCuSe2,False
1490,FeCuTe2,False
1491,FeI2,False
1492,FeOF,True
1493,FeP,True
1494,FeP4,False
1495,FePS,False
1496,FePd3,True
1497,FeRhO3,True
1498,FeSi2,False
1499,FeSn,True
1500,Ga1As0.1P0.9,False
1501,Ga0.001Te1Pb0.999,False
1502,Ga0.005Te1Pb0.995,False
1503,Ga0.01Te1Pb0.99,False
1504,Ga0.04Te1Pb0.96,False
1505,Ga0.07Te1Pb0.93,False
1506,Ga0.95Hg0.05Sb0.95Te0.05,False
1507,Ga0.99Hg0.01Sb0.99Te0.01,False
1508,Ga0.9Hg0.1Sb0.9Te0.1,False
1509,Ga1.001Sb0.999Se0.003,False
1510,Ga1.001Sb0.999Te0.003,False
1511,Ga1.002Sb0.998Se0.006,False
1512,Ga1.002Sb0.998Te0.006,False
1513,Ga1.005Sb0.995Se0.015,False
1514,Ga1.005Sb0.995Te0.015,False
1515,Ga1.01Cu0.99Se2.01,False
1516,Ga1.01Sb0.99Se0.03,False
1517,Ga1.01Sb0.99Te0.03,False
1518,Ga1.02Sb0.98Se0.06,False
1519,Ga1.02Sb0.98Te0.06,False
1520,Ga1.05Sb0.95Se0.15,False
1521,Ga1.05Sb0.95Te0.15,False
1522,Ga1.1Cu0.9Se2.1,False
1523,Ga1.1Sb0.9Se0.3,False
1524,Ga1.1Sb0.9Te0.3,False
1525,Ga1.2Cu0.8Se2.2,False
1526,Ga1.5Cu0.5S2.5,False
1527,Ga1.5Cu0.5Se2.5,False
1528,Ga1.65Cu0.35S2.65,False
1529,Ga1.65Cu0.35Se2.65,False
1530,Ga1.6Cu0.4S2.6,False
1531,Ga1.7Cu0.3S2.7,False
1532,Ga1.85Cu0.15Se2.85,False
1533,Ga1.8Cu0.2S2.8,False
1534,Ga1.8Cu0.2Se2.8,False
1535,Ga1.95Cu0.05S2.95,False
1536,Ga1.95Cu0.05Se2.95,False
1537,Ga1.99Cu0.01Se2.99,False
1538,Ga1.9Cu0.1S2.9,False
1539,Ga1As0.01P0.99,False
1540,Ga1As0.2P0.8,False
1541,Ga1As0.3P0.7,False
1542,Ga1As0.4P0.6,False
1543,Ga1As0.5P0.5,False
1544,Ga1As0.6P0.4,False
1545,Ga1As0.7P0.3,False
1546,Ga1As0.8P0.2,False
1547,Ga1As0.99P0.01,False
1548,Ga1As0.9P0.1,False
1549,Ga1Sb0.01As0.99,False
1550,Ga1Sb0.14As0.86,False
1551,Ga1Sb0.25As0.75,False
1552,Ga1Sb0.35As0.65,False
1553,Ga1Sb0.3As0.7,False
1554,Ga1Sb0.85As0.15,False
1555,Ga1Sb0.8As0.2,False
1556,Ga1Sb0.95As0.05,False
1557,Ga1Sb0.99As0.01,False
1558,Ga2(TeO3)3,False
1559,Ga2Cu1S3.5,False
1560,Ga2CuSe4,False
1561,Ga2GePbSe6,False
1562,Ga2GeTe3,False
1563,Ga2HgS4,False
1564,Ga2HgSe4,False
1565,Ga2NiS4,True
1566,Ga2O3,False
1567,Ga2PbS4,False
1568,Ga2PbSe4,False
1569,Ga2S3,False
1570,Ga2Se2O7,False
1571,Ga2Se3,False
1572,Ga2Si(AgS3)2,False
1573,Ga2SiPbSe6,False
1574,Ga2SnGeS6,False
1575,Ga2Te3,False
1576,Ga3CuSe5,False
1577,Ga3CuTe5,False
1578,Ga3Pt2,True
1579,Ga3SiAg3Se8,False
1580,Ga4Cu2Te7,False
1581,Ga4PbS7,False
1582,Ga4SnS7,False
1583,Ga4SnSe7,False
1584,Ga5Ge(PbS3)4,False
1585,Ga5Ge(PbSe3)4,False
1586,Ga5Pd13,True
1587,Ga8Cu3Mo2,True
1588,Ga9Rh2,True
1589,GaAgGe3Se8,False
1590,GaAgGe5Se12,False
1591,GaAgGeS4,False
1592,GaAgO2,False
1593,GaAgS2,False
1594,GaAgSe2,False
1595,GaAgTe2,False
1596,GaAs,False
1597,GaAs2W,True
1598,GaBi,False
1599,GaBi25O39,False
1600,GaCuGeSe4,False
1601,GaCuO2,False
1602,GaCuS2,False
1603,GaCuSe2,False
1604,GaCuTe2,False
1605,GaFe3,True
1606,GaFeNi2,True
1607,GaGeTe,False
1608,GaHSeO4,False
1609,GaN,False
1610,GaP,False
1611,GaS,False
1612,GaSb,False
1613,GaSe,False
1614,GaSiAgSe4,False
1615,GaSiRu2,True
1616,GaTc,False
1617,GaTc2W,True
1618,GaTe,False
1619,Gd(CuS)3,False
1620,Gd(CuSe)3,False
1621,Gd(CuTe)3,False
1622,Gd(InS2)3,False
1623,Gd(NiGe)2,True
1624,Gd(SiRu)2,True
1625,Gd1.05Sc0.95Se3,False
1626,Gd1.47Mn2.04In0.49S5,False
1627,Gd1.87Lu2.13Se6,False
1628,Gd1Mn1.95In1.05S5,False
1629,Gd2(MoO4)3,False
1630,Gd2(Zn2Ge)3,True
1631,Gd2AlCo2,True
1632,Gd2Mn4S7,False
1633,Gd2O3,False
1634,Gd2S3,False
1635,Gd2Se3,False
1636,Gd2Te3,False
1637,Gd2Zn17,True
1638,Gd2ZrS5,False
1639,Gd3(AlNi3)2,True
1640,Gd3.04Sc0.96S6,False
1641,Gd3Al0.74Si0.7S7,False
1642,Gd3Al7Ag2,True
1643,Gd3Co11B4,True
1644,Gd3ReO7,True
1645,Gd3S4,True
1646,Gd4GaSbS9,False
1647,Gd6Ge2.5S14,False
1648,Gd6Ta4Al43,True
1649,GdAs,False
1650,GdB(SbO4)2,False
1651,GdB6,False
1652,GdB66,False
1653,GdCd2,True
1654,GdCd4B3O10,False
1655,GdGeRu,True
1656,GdH2NO5,False
1657,GdInIr,True
1658,GdN,False
1659,GdNiO3,True
1660,GdO2,True
1661,GdPbAu,True
1662,GdSb,True
1663,GdSbPd,True
1664,GdScS3,False
1665,GdSe2,True
1666,GdTe,False
1667,GdZn,True
1668,GdZnIn,True
1669,Ge(Bi3O5)4,False
1670,Ge(SeO3)2,False
1671,Ge(WO3)6,True
1672,Ge0.01Pb0.99Se1,False
1673,Ge0.01Te0.01Pb0.99Se0.99,False
1674,Ge0.01Te0.99Pb0.99S0.01,False
1675,Ge0.01Te1Pb0.99,False
1676,Ge0.02Te0.98Pb0.98S0.02,False
1677,Ge0.03Pb0.97Se0.97S0.03,False
1678,Ge0.05Pb0.95Se0.95S0.05,False
1679,Ge0.05Pb0.95Se1,False
1680,Ge0.05Te0.95Pb0.95S0.05,False
1681,Ge0.05Te1Pb0.95,False
1682,Ge0.06Te0.06Pb0.94Se0.94,False
1683,Ge0.15Pb0.85Se0.85S0.15,False
1684,Ge0.15Te0.15Pb0.85Se0.85,False
1685,Ge0.15Te1Pb0.85,False
1686,Ge0.1Pb0.9Se0.9S0.1,False
1687,Ge0.1Pb0.9Se1,False
1688,Ge0.1Te1Pb0.9,False
1689,Ge0.25Te1Pb0.75,False
1690,Ge0.2Pb0.8Se1,False
1691,Ge0.2Te0.2Pb0.8Se0.8,False
1692,Ge0.2Te1Pb0.8,False
1693,Ge0.39Te1Pb0.61,False
1694,Ge0.3Pb0.7Se1,False
1695,Ge0.3Te1Pb0.7,False
1696,Ge0.41Te1Pb0.59,False
1697,Ge0.4Te1Pb0.6,False
1698,Ge2Os,True
1699,Ge2Sb2Te5,False
1700,Ge3Bi3O10.5,False
1701,Ge3Ru2,False
1702,Ge3Sb,True
1703,Ge40Te5.3I8,False
1704,Ge5(Te4As)2,True
1705,GeAs,False
1706,GeAs2,False
1707,GeAs3,True
1708,GeI2,False
1709,GeO2,False
1710,GeP,False
1711,GePb2(SeO3)4,False
1712,GePbS3,False
1713,GePt2,True
1714,GeRh,True
1715,GeS,False
1716,GeS2,False
1717,GeSe,False
1718,GeSe2,False
1719,GeTe2,False
1720,H2Se,True
1721,H6Pt(I3O10)2,False
1722,H7Se2NO6,False
1723,HPbI3,True
1724,Hf(CoSi)2,True
1725,Hf(CuP)2,True
1726,Hf(VGa2)2,True
1727,Hf(VH2)2,True
1728,Hf2Al3C4,True
1729,Hf2Co4P3,True
1730,Hf2Fe,True
1731,Hf2Ge,True
1732,Hf2Hg,True
1733,Hf2MnIr,True
1734,Hf2Ni,True
1735,Hf2OsPd,True
1736,Hf2ReRh,True
1737,Hf2S,True
1738,Hf2Si,True
1739,Hf2Tl,True
1740,Hf3(CuSi)4,True
1741,Hf3(NiGe)4,True
1742,Hf3P,True
1743,Hf3P3Pd4,True
1744,Hf3Sb,True
1745,Hf3Zn3N,True
1746,Hf4Al3,True
1747,Hf4Co4Si7,True
1748,Hf54Os17,True
1749,Hf5CuPb3,True
1750,Hf5Pb,True
1751,Hf5Sb3,True
1752,Hf5Sb9,True
1753,Hf5Si4,True
1754,Hf5Sn3,True
1755,Hf5Sn4,True
1756,Hf5Te4,True
1757,Hf6PbO18,True
1758,Hf7P4,True
1759,HfAlPd2,True
1760,HfAs2,True
1761,HfAsRh,True
1762,HfB,True
1763,HfB4Ir3,True
1764,HfC,True
1765,HfCo3B2,True
1766,HfFe2,True
1767,HfGaCo2,True
1768,HfHg4(AsCl3)2,False
1769,HfHg4(PCl3)2,False
1770,HfInCu2,True
1771,HfNi5,True
1772,HfO2,False
1773,HfOs2,True
1774,HfPt,True
1775,HfS2,False
1776,HfS3,False
1777,HfSe2,False
1778,HfSi,True
1779,HfSiPt,True
1780,HfTc,True
1781,HfTiF6,True
1782,HfTl3,True
1783,HfVSi,True
1784,HfZnNi2,True
1785,Hg2Rh,True
1786,Hg2Sb2O7,True
1787,Hg3As,True
1788,Hg3Bi2(SCl4)2,False
1789,Hg3Bi2(TeCl4)2,False
1790,Hg3C,True
1791,Hg3PS3,False
1792,Hg3PS4,False
1793,Hg3Sb,True
1794,Hg5AsS2I3,False
1795,Hg7.5As4Cl6,False
1796,Hg8Bi3As4Cl13,False
1797,HgBr,False
1798,HgBr2,False
1799,HgBrCl,False
1800,HgCl,False
1801,HgCl2,False
1802,HgI,False
1803,HgIrO3,True
1804,HgO,False
1805,HgOsPb2,True
1806,HgPS3,False
1807,HgPt,True
1808,HgPt3,True
1809,HgRhO3,True
1810,HgS,False
1811,HgSe,False
1812,HgTe,False
1813,HgTeBr,False
1814,HgTeI,False
1815,Ho(BC)2,True
1816,Ho(BiO3)2,True
1817,Ho(CuO2)2,True
1818,Ho(CuSe)3,False
1819,Ho(CuTe)3,False
1820,Ho(InS2)3,False
1821,Ho(MnSn)6,True
1822,Ho(NiB)2,True
1823,Ho(SbO3)2,True
1824,Ho(SiOs)2,True
1825,Ho(SiPd)2,True
1826,Ho(SiPt)2,True
1827,Ho(SiRu)2,True
1828,Ho10Si17,True
1829,Ho2(MoO4)3,False
1830,Ho2Au,True
1831,Ho2B4C,True
1832,Ho2Co17,True
1833,Ho2CuRh,True
1834,Ho2Ge5Rh3,True
1835,Ho2GeS5,False
1836,Ho2HfS5,False
1837,Ho2O3,False
1838,Ho2Pd2Pb,True
1839,Ho2S3,False
1840,Ho3AlC,True
1841,Ho3GaC,True
1842,Ho3Ge5,True
1843,Ho3Hg,True
1844,Ho3Ni19B10,True
1845,Ho3P,True
1846,Ho3Pd2,True
1847,Ho4C7,True
1848,Ho4Ga16Co3,True
1849,Ho5(Ge5Rh2)2,True
1850,Ho5Si4,True
1851,HoAlAu2,True
1852,HoAlB14,True
1853,HoB2Rh3,True
1854,HoB4,True
1855,HoC2,True
1856,HoCd,True
1857,HoCd3,True
1858,HoCdCu4,True
1859,HoCo3,True
1860,HoCu4Pd,True
1861,HoGe,True
1862,HoGeAu,True
1863,HoInAu2,True
1864,HoInPt,True
1865,HoMg2,True
1866,HoMgAu2,True
1867,HoMgZn2,True
1868,HoMn12,True
1869,HoN,False
1870,HoNiGe,True
1871,HoSb2,True
1872,HoSi,True
1873,HoSiRu2C,True
1874,HoTh3,True
1875,HoTiGe,True
1876,HoTiO3,True
1877,HoTiSi,True
1878,HoTlPd,True
1879,HoZnRh,True
1880,HoZnRh2,True
1881,ICl2,True
1882,In(MoSe)3,True
1883,In(PS2)2,False
1884,In(PSe2)2,False
1885,In0.001Te1Pb0.999,False
1886,In0.005Te1Pb0.995,False
1887,In0.01Ga0.99As0.99P0.01,False
1888,In0.01Ga0.99As1,False
1889,In0.01Te1Pb0.99,False
1890,In0.04Te1Pb0.96,False
1891,In0.07Te1Pb0.93,False
1892,In0.1Ga0.9As0.1P0.9,False
1893,In0.1Ga0.9As0.9P0.1,False
1894,In0.2Ga0.8As0.2P0.8,False
1895,In0.2Ga0.8As0.8P0.2,False
1896,In0.2Ga0.8As1,False
1897,In0.3Ga0.7As0.3P0.7,False
1898,In0.3Ga0.7As0.7P0.3,False
1899,In0.3Ga0.7As1,False
1900,In0.3Ga0.7P1,False
1901,In0.4Ga0.6As0.4P0.6,False
1902,In0.4Ga0.6As0.6P0.4,False
1903,In0.4Ga0.6As1,False
1904,In0.4Ga0.6P1,False
1905,In0.4Ga1.6Cu1S3.5,False
1906,In0.5Ga0.5As0.5P0.5,False
1907,In0.5Ga0.5As1,False
1908,In0.5Ga0.5P1,False
1909,In0.6Ga0.4As0.6P0.4,False
1910,In0.72Ga0.28As1,False
1911,In0.7Ga0.3As0.3P0.7,False
1912,In0.8Ga0.2As0.2P0.8,False
1913,In0.8Ga0.2As0.8P0.2,False
1914,In0.8Ga0.2As1,False
1915,In0.99Ga0.01As0.01P0.99,False
1916,In0.99Ga0.01As0.99P0.01,False
1917,In0.9Ga0.1As0.1P0.9,False
1918,In0.9Ga0.1As0.9P0.1,False
1919,In1.01Cu0.99Se2.01,False
1920,In1.05Cu0.95Se2.05,False
1921,In1.1Cu0.9Se2.1,False
1922,In1.3Cu0.7Se2.3,False
1923,In1.5Cu0.5Se2.5,False
1924,In1.65Cu0.35Se2.65,False
1925,In1.6Cu0.4Se2.6,False
1926,In1.6Ga0.4Cu1S3.5,False
1927,In1.7Cu0.3Se2.7,False
1928,In1.85Cu0.15Se2.85,False
1929,In1.8Cu0.2Se2.8,False
1930,In1.99Cu0.01Se2.99,False
1931,In1.9Cu0.1Se2.9,False
